,barcode,create_time,el_no,result
1559,2971,1550250898.273756,Line1,1
1560,502971,1550250916.6607718,Line2,1
1561,2972,1550250913.2828147,Line1,1
1562,2973,1550250928.2946064,Line1,1
1563,502972,1550250931.6613107,Line2,0
1564,502973,1550250946.6686924,Line2,1
1565,2974,1550250943.3219154,Line1,0
1566,2975,1550250958.3250246,Line1,1
1567,502974,1550250961.6849716,Line2,0
1568,2976,1550250973.3291833,Line1,1
1569,502975,1550250976.6914935,Line2,1
1570,2977,1550250988.3375113,Line1,1
1571,502976,1550250991.6986144,Line2,1
1572,2978,1550251003.3645952,Line1,1
1573,502977,1550251006.7120621,Line2,0
1574,2979,1550251018.3725889,Line1,1
1575,502978,1550251021.7179317,Line2,1
1576,2980,1550251033.3865252,Line1,1
1577,502979,1550251036.7328346,Line2,1
1578,502980,1550251051.7448244,Line2,1
1579,2981,1550251048.4130683,Line1,0
1580,502981,1550251066.7685673,Line2,1
1581,2982,1550251063.422758,Line1,1
1582,2983,1550251078.429266,Line1,1
1583,502982,1550251081.7758105,Line2,0
1584,502983,1550251096.7814767,Line2,1
1585,2984,1550251093.43465,Line1,0
1586,502984,1550251111.7880332,Line2,1
1587,2985,1550251108.4410646,Line1,1
1588,2986,1550251123.4517002,Line1,1
1589,502985,1550251126.799221,Line2,1
1590,2987,1550251138.4631538,Line1,1
1591,502986,1550251141.8082383,Line2,1
1592,502987,1550251156.8189301,Line2,1
1593,2988,1550251153.4725006,Line1,0
1594,502988,1550251171.8305826,Line2,1
1595,2989,1550251168.498577,Line1,0
1596,502989,1550251186.8569095,Line2,1
1597,2990,1550251183.5086198,Line1,1
1598,2991,1550251198.513018,Line1,1
1599,502990,1550251201.8594606,Line2,1
1600,2992,1550251213.5184433,Line1,1
1601,502991,1550251216.864905,Line2,1
1602,502992,1550251231.876954,Line2,1
1603,2993,1550251228.5296216,Line1,0
1604,502993,1550251246.8899276,Line2,1
1605,2994,1550251243.5440917,Line1,0
1606,502994,1550251261.903216,Line2,0
1607,2995,1550251258.552032,Line1,0
1608,502995,1550251276.9034886,Line2,1
1609,2996,1550251273.5577562,Line1,1
1610,2997,1550251288.5628178,Line1,1
1611,502996,1550251291.9102378,Line2,0
1612,2998,1550251303.5720959,Line1,1
1613,502997,1550251306.917391,Line2,1
1614,502998,1550251321.9266264,Line2,1
1615,2999,1550251318.5800705,Line1,0
1616,502999,1550251336.9318333,Line2,1
1617,3000,1550251333.5873358,Line1,1
1618,3001,1550251348.5968266,Line1,0
1619,503000,1550251351.9433517,Line2,0
1620,3002,1550251363.6074543,Line1,1
1621,503001,1550251366.951081,Line2,1
1622,3003,1550251378.6144726,Line1,1
1623,503002,1550251381.961898,Line2,1
1624,3004,1550251393.624879,Line1,1
1625,503003,1550251396.9690926,Line2,0
1626,3005,1550251408.632586,Line1,1
1627,503004,1550251411.975582,Line2,1
1628,3006,1550251423.6497295,Line1,1
1629,503005,1550251426.9797125,Line2,1
1630,3007,1550251438.6582985,Line1,1
1631,503006,1550251441.9868584,Line2,1
1632,3008,1550251453.683813,Line1,1
1633,503007,1550251456.996826,Line2,0
1634,3009,1550251468.6888673,Line1,1
1635,503008,1550251472.004357,Line2,1
1636,503009,1550251487.012609,Line2,1
1637,3010,1550251483.698586,Line1,0
1638,503010,1550251502.022719,Line2,1
1639,3011,1550251498.7087162,Line1,1
1640,503011,1550251517.0344143,Line2,1
1641,3012,1550251513.7191038,Line1,0
1642,503012,1550251532.0400896,Line2,1
1643,3013,1550251528.7283628,Line1,1
1644,3014,1550251543.734744,Line1,1
1645,503013,1550251547.0436845,Line2,0
1646,503014,1550251562.051221,Line2,1
1647,3015,1550251558.7371585,Line1,0
1648,503015,1550251577.0729566,Line2,1
1649,3016,1550251573.743277,Line1,1
1650,3017,1550251588.7513826,Line1,1
1651,503016,1550251592.0822022,Line2,1
1652,3018,1550251603.760898,Line1,0
1653,503017,1550251607.0904517,Line2,0
1654,3019,1550251618.7669468,Line1,1
1655,503018,1550251622.0956552,Line2,1
1656,503019,1550251637.1040094,Line2,1
1657,3020,1550251633.7731893,Line1,0
1658,3021,1550251648.7792747,Line1,1
1659,503020,1550251652.1090417,Line2,0
1660,3022,1550251663.7838812,Line1,1
1661,503021,1550251667.129169,Line2,1
1662,3023,1550251678.7946134,Line1,1
1663,503022,1550251682.1409945,Line2,1
1664,503023,1550251697.1518784,Line2,1
1665,3024,1550251693.8211393,Line1,0
1666,503024,1550251712.1574705,Line2,1
1667,3025,1550251708.829412,Line1,0
1668,503025,1550251727.1623516,Line2,1
1669,3026,1550251723.8369818,Line1,1
1670,503026,1550251742.1740165,Line2,1
1671,3027,1550251738.8454032,Line1,1
1672,3028,1550251753.853762,Line1,1
1673,503027,1550251757.1833794,Line2,0
1674,3029,1550251768.860723,Line1,1
1675,503028,1550251772.191836,Line2,1
1676,3030,1550251783.8714569,Line1,1
1677,503029,1550251787.201023,Line2,1
1678,3031,1550251798.880592,Line1,1
1679,503030,1550251802.2123034,Line2,0
1680,3032,1550251813.8895433,Line1,1
1681,503031,1550251817.2215364,Line2,1
1682,3033,1550251828.897977,Line1,1
1683,503032,1550251832.2284079,Line2,1
1684,3034,1550251843.9071143,Line1,1
1685,503033,1550251847.2366836,Line2,1
1686,3035,1550251858.916542,Line1,0
1687,503034,1550251862.2465203,Line2,0
1688,3036,1550251873.9343297,Line1,1
1689,503035,1550251877.2517798,Line2,1
1690,3037,1550251888.9455533,Line1,1
1691,503036,1550251892.25955,Line2,1
1692,3038,1550251903.95535,Line1,1
1693,503037,1550251907.2683249,Line2,0
1694,3039,1550251918.9589238,Line1,1
1695,503038,1550251922.2720463,Line2,0
1696,3040,1550251933.964198,Line1,1
1697,503039,1550251937.2929015,Line2,1
1698,3041,1550251948.970808,Line1,1
1699,503040,1550251952.3016093,Line2,1
1700,3042,1550251963.981259,Line1,1
1701,503041,1550251967.3098724,Line2,1
1702,3043,1550251979.0090313,Line1,1
1703,503042,1550251982.3221118,Line2,1
1704,3044,1550251994.0134513,Line1,1
1705,503043,1550251997.3287385,Line2,1
1706,3045,1550252009.0251086,Line1,1
1707,503044,1550252012.3380594,Line2,1
1708,3046,1550252024.0251217,Line1,1
1709,503045,1550252027.3393025,Line2,1
1710,3047,1550252039.0314574,Line1,1
1711,503046,1550252042.345699,Line2,1
1712,503047,1550252057.3703964,Line2,1
1713,3048,1550252054.0417278,Line1,0
1714,503048,1550252072.3764074,Line2,1
1715,3049,1550252069.0464025,Line1,0
1716,503049,1550252087.3830025,Line2,1
1717,3050,1550252084.0537057,Line1,1
1718,3051,1550252099.0595818,Line1,1
1719,503050,1550252102.3892505,Line2,0
1720,503051,1550252117.3977432,Line2,1
1721,3052,1550252114.0691445,Line1,0
1722,3053,1550252129.0795538,Line1,1
1723,503052,1550252132.407564,Line2,0
1724,3054,1550252144.0843828,Line1,1
1725,503053,1550252147.4142299,Line2,1
1726,3055,1550252159.0906832,Line1,1
1727,503054,1550252162.4226053,Line2,1
1728,3056,1550252174.0957122,Line1,1
1729,503055,1550252177.424282,Line2,1
1730,3057,1550252189.1050484,Line1,1
1731,503056,1550252192.43499,Line2,1
1732,3058,1550252204.1115422,Line1,1
1733,503057,1550252207.4432607,Line2,0
1734,3059,1550252219.1235662,Line1,1
1735,503058,1550252222.4533176,Line2,0
1736,3060,1550252234.1297586,Line1,1
1737,503059,1550252237.468139,Line2,1
1738,3061,1550252249.1312141,Line1,1
1739,503060,1550252252.4754372,Line2,1
1740,3062,1550252264.1459115,Line1,1
1741,503061,1550252267.4910357,Line2,1
1742,3063,1550252279.1541283,Line1,0
1743,503062,1550252282.5140295,Line2,0
1744,3064,1550252294.159121,Line1,0
1745,503063,1550252297.5141256,Line2,0
1746,3065,1550252309.1617284,Line1,1
1747,503064,1550252312.5225806,Line2,0
1748,3066,1550252324.1669283,Line1,0
1749,503065,1550252327.5269136,Line2,1
1750,503066,1550252342.5325,Line2,1
1751,3067,1550252339.173907,Line1,1
1752,3068,1550252354.1788232,Line1,1
1753,503067,1550252357.5394683,Line2,0
1754,3069,1550252369.1859977,Line1,1
1755,3070,1550252384.1939378,Line1,1
1756,503068,1550252372.54537,Line2,0
1757,3071,1550252399.2035472,Line1,1
1758,503069,1550252387.5538776,Line2,0
1759,503070,1550252402.5654974,Line2,1
1760,3072,1550252414.2104177,Line1,1
1761,503071,1550252417.572472,Line2,1
1762,3073,1550252429.2207255,Line1,1
1763,503072,1550252432.5815797,Line2,0
1764,3074,1550252444.2291179,Line1,1
1765,503073,1550252447.5877087,Line2,1
1766,3075,1550252459.2330287,Line1,1
1767,503074,1550252462.5940115,Line2,1
1768,3076,1550252474.242183,Line1,1
1769,503075,1550252477.6043172,Line2,1
1770,503076,1550252492.6174445,Line2,1
1771,3077,1550252489.2542522,Line1,0
1772,3078,1550252504.2591577,Line1,1
1773,503077,1550252507.6191561,Line2,0
1774,3079,1550252519.2639341,Line1,1
1775,503078,1550252522.62179,Line2,1
1776,3080,1550252534.2675643,Line1,1
1777,503079,1550252537.6305368,Line2,1
1778,3081,1550252549.2782762,Line1,1
1779,503080,1550252552.6404943,Line2,1
1780,3082,1550252564.2865548,Line1,1
1781,503081,1550252567.6485825,Line2,0
1782,3083,1550252579.2952194,Line1,1
1783,503082,1550252582.677119,Line2,1
1784,3084,1550252594.3044934,Line1,1
1785,503083,1550252597.6780052,Line2,1
1786,3085,1550252609.3119838,Line1,1
1787,503084,1550252612.690712,Line2,1
1788,3086,1550252624.321189,Line1,1
1789,503085,1550252627.6987712,Line2,1
1790,3087,1550252639.3315897,Line1,1
1791,503086,1550252642.7102227,Line2,1
1792,3088,1550252654.334749,Line1,1
1793,503087,1550252657.7125237,Line2,1
1794,3089,1550252669.3430636,Line1,1
1795,503088,1550252672.719791,Line2,1
1796,3090,1550252684.3533647,Line1,1
1797,503089,1550252687.7310615,Line2,0
1798,3091,1550252699.363258,Line1,1
1799,503090,1550252702.7374995,Line2,1
1800,3092,1550252714.371414,Line1,1
1801,503091,1550252717.746842,Line2,0
1802,3093,1550252729.372233,Line1,1
1803,503092,1550252732.7510984,Line2,1
1804,3094,1550252744.3833423,Line1,1
1805,503093,1550252747.7609923,Line2,0
1806,3095,1550252759.3913655,Line1,1
1807,503094,1550252762.7726095,Line2,1
1808,3096,1550252774.403954,Line1,1
1809,503095,1550252777.7817225,Line2,1
1810,3097,1550252789.4072685,Line1,1
1811,503096,1550252792.7838943,Line2,1
1812,3098,1550252804.4144146,Line1,1
1813,503097,1550252807.7921314,Line2,0
1814,3099,1550252819.4192433,Line1,0
1815,503098,1550252822.7982047,Line2,0
1816,3100,1550252834.4198163,Line1,1
1817,3101,1550252849.4244993,Line1,1
1818,503099,1550252837.8094504,Line2,0
1819,503100,1550252852.8178701,Line2,1
1820,3102,1550252864.4326682,Line1,1
1821,503101,1550252867.8260312,Line2,1
1822,3103,1550252879.442166,Line1,1
1823,503102,1550252882.8354118,Line2,1
1824,3104,1550252894.4549477,Line1,1
1825,503103,1550252897.8482027,Line2,1
1826,503104,1550252912.8597002,Line2,1
1827,3105,1550252909.465396,Line1,0
1828,503105,1550252927.8658926,Line2,1
1829,3106,1550252924.472253,Line1,1
1830,3107,1550252939.486928,Line1,1
1831,503106,1550252942.8802357,Line2,1
1832,3108,1550252954.4961338,Line1,1
1833,503107,1550252957.9040792,Line2,0
1834,3109,1550252969.5018756,Line1,1
1835,503108,1550252972.9267216,Line2,1
1836,3110,1550252984.506963,Line1,1
1837,503109,1550252987.9305236,Line2,1
1838,3111,1550252999.516303,Line1,1
1839,503110,1550253002.9410014,Line2,1
1840,3112,1550253014.5256782,Line1,1
1841,503111,1550253017.950348,Line2,0
1842,3113,1550253029.5300634,Line1,1
1843,503112,1550253032.9715705,Line2,1
1844,503113,1550253047.9802704,Line2,1
1845,3114,1550253044.541161,Line1,0
1846,503114,1550253062.985373,Line2,1
1847,3115,1550253059.5481074,Line1,1
1848,3116,1550253074.554238,Line1,1
1849,503115,1550253077.9875407,Line2,0
1850,3117,1550253089.5698702,Line1,1
1851,503116,1550253092.9923615,Line2,0
1852,3118,1550253104.576496,Line1,1
1853,503117,1550253107.9989243,Line2,1
1854,3119,1550253119.584736,Line1,1
1855,503118,1550253123.0093572,Line2,1
1856,503119,1550253138.0177593,Line2,1
1857,3120,1550253134.5923924,Line1,0
1858,503120,1550253153.0303879,Line2,1
1859,3121,1550253149.6080153,Line1,0
1860,3122,1550253164.6156018,Line1,1
1861,503121,1550253168.0443242,Line2,0
1862,3123,1550253179.6305578,Line1,1
1863,503122,1550253183.0554361,Line2,1
1864,503123,1550253198.065668,Line2,1
1865,3124,1550253194.6400867,Line1,0
1866,3125,1550253209.6552434,Line1,1
1867,503124,1550253213.0800624,Line2,0
1868,3126,1550253224.6683693,Line1,1
1869,503125,1550253228.0894766,Line2,1
1870,3127,1550253239.6768281,Line1,1
1871,503126,1550253243.1013288,Line2,1
1872,3128,1550253254.6872828,Line1,1
1873,503127,1550253258.1106386,Line2,0
1874,3129,1550253269.708128,Line1,1
1875,503128,1550253273.1149774,Line2,0
1876,3130,1550253284.7147822,Line1,1
1877,503129,1550253288.1223981,Line2,1
1878,3131,1550253299.7174108,Line1,0
1879,503130,1550253303.12729,Line2,0
1880,3132,1550253314.7236207,Line1,1
1881,503131,1550253318.1285553,Line2,1
1882,3133,1550253329.7387843,Line1,1
1883,503132,1550253333.1332064,Line2,1
1884,3134,1550253344.7486873,Line1,1
1885,503133,1550253348.139783,Line2,0
1886,3135,1550253359.755675,Line1,1
1887,503134,1550253363.150304,Line2,0
1888,3136,1550253374.7614474,Line1,1
1889,503135,1550253378.152476,Line2,1
1890,3137,1550253389.7662547,Line1,1
1891,503136,1550253393.157392,Line2,1
1892,3138,1550253404.7764173,Line1,1
1893,503137,1550253408.1674523,Line2,1
1894,3139,1550253419.7814326,Line1,1
1895,503138,1550253423.1750028,Line2,1
1896,503139,1550253438.1840653,Line2,1
1897,3140,1550253434.7920158,Line1,0
1898,503140,1550253453.2067652,Line2,1
1899,3141,1550253449.7999861,Line1,1
1900,3142,1550253464.8077674,Line1,1
1901,503141,1550253468.214463,Line2,0
1902,3143,1550253479.8124864,Line1,1
1903,503142,1550253483.2227182,Line2,1
1904,503143,1550253498.232041,Line2,1
1905,3144,1550253494.8243423,Line1,0
1906,503144,1550253513.2427404,Line2,1
1907,3145,1550253509.843267,Line1,1
1908,3146,1550253524.857909,Line1,1
1909,503145,1550253528.2502637,Line2,1
1910,3147,1550253539.867052,Line1,1
1911,503146,1550253543.2591763,Line2,1
1912,3148,1550253554.8752995,Line1,1
1913,503147,1550253558.2685392,Line2,1
1914,3149,1550253569.8853676,Line1,1
1915,503148,1550253573.2765143,Line2,1
1916,3150,1550253584.906226,Line1,1
1917,503149,1550253588.2827692,Line2,1
1918,3151,1550253599.914525,Line1,1
1919,503150,1550253603.2908854,Line2,1
1920,3152,1550253614.9297483,Line1,1
1921,503151,1550253618.306206,Line2,1
1922,503152,1550253633.3135285,Line2,1
1923,3153,1550253629.938078,Line1,0
1924,503153,1550253648.3240411,Line2,1
1925,3154,1550253644.9483252,Line1,1
1926,3155,1550253659.9508247,Line1,1
1927,503154,1550253663.3274667,Line2,1
1928,3156,1550253674.9589777,Line1,1
1929,503155,1550253678.336636,Line2,1
1930,3157,1550253689.9858232,Line1,1
1931,503156,1550253693.3466518,Line2,0
1932,3158,1550253704.989107,Line1,1
1933,503157,1550253708.3500977,Line2,1
1934,3159,1550253719.9992416,Line1,0
1935,503158,1550253723.3578317,Line2,0
1936,3160,1550253735.0045938,Line1,1
1937,3161,1550253750.0074654,Line1,1
1938,503159,1550253738.3655868,Line2,0
1939,503160,1550253753.3714907,Line2,1
1940,3162,1550253765.0157733,Line1,1
1941,503161,1550253768.3791325,Line2,1
1942,3163,1550253780.027759,Line1,1
1943,503162,1550253783.3875487,Line2,1
1944,3164,1550253795.0349317,Line1,1
1945,503163,1550253798.3947246,Line2,1
1946,503164,1550253813.4036603,Line2,1
1947,3165,1550253810.0416074,Line1,0
1948,503165,1550253828.4121373,Line2,1
1949,3166,1550253825.0685706,Line1,1
1950,3167,1550253840.073785,Line1,1
1951,503166,1550253843.4180377,Line2,1
1952,3168,1550253855.0768993,Line1,1
1953,503167,1550253858.421209,Line2,1
1954,3169,1550253870.0862944,Line1,0
1955,503168,1550253873.4317558,Line2,0
1956,3170,1550253885.0909667,Line1,1
1957,503169,1550253888.4363859,Line2,1
1958,3171,1550253900.0986638,Line1,1
1959,503170,1550253903.443859,Line2,1
1960,3172,1550253915.1068926,Line1,1
1961,503171,1550253918.4542756,Line2,0
1962,503172,1550253933.4646244,Line2,1
1963,3173,1550253930.1178546,Line1,0
1964,503173,1550253948.4672878,Line2,1
1965,3174,1550253945.1230319,Line1,1
1966,3175,1550253960.1284285,Line1,1
1967,503174,1550253963.4759338,Line2,1
1968,3176,1550253975.153593,Line1,1
1969,503175,1550253978.4823148,Line2,0
1970,3177,1550253990.160137,Line1,1
1971,503176,1550253993.4898403,Line2,1
1972,3178,1550254005.1737685,Line1,1
1973,503177,1550254008.5033288,Line2,0
1974,3179,1550254020.1818237,Line1,1
1975,503178,1550254023.5105677,Line2,1
1976,3180,1550254035.1876936,Line1,0
1977,503179,1550254038.5185368,Line2,0
1978,3181,1550254050.192664,Line1,1
1979,503180,1550254053.52142,Line2,1
1980,503181,1550254068.5250783,Line2,1
1981,3182,1550254065.195483,Line1,0
1982,503182,1550254083.5331368,Line2,1
1983,3183,1550254080.203437,Line1,1
1984,3184,1550254095.214736,Line1,1
1985,503183,1550254098.5456145,Line2,1
1986,3185,1550254110.2231896,Line1,1
1987,503184,1550254113.553937,Line2,1
1988,3186,1550254125.232648,Line1,1
1989,503185,1550254128.561306,Line2,1
1990,3187,1550254140.2333372,Line1,1
1991,503186,1550254143.5721262,Line2,1
1992,3188,1550254155.2376165,Line1,1
1993,503187,1550254158.5817788,Line2,0
1994,3189,1550254170.245423,Line1,1
1995,503188,1550254173.5897198,Line2,0
1996,3190,1550254185.2527845,Line1,1
1997,503189,1550254188.5923047,Line2,1
1998,3191,1550254200.262336,Line1,1
1999,503190,1550254203.594304,Line2,1
2000,3192,1550254215.272143,Line1,1
2001,503191,1550254218.6019135,Line2,0
2002,3193,1550254230.278755,Line1,1
2003,503192,1550254233.608451,Line2,1
2004,3194,1550254245.279981,Line1,1
2005,503193,1550254248.609928,Line2,1
2006,3195,1550254260.2886539,Line1,1
2007,503194,1550254263.6203985,Line2,1
2008,3196,1550254275.2968533,Line1,0
2009,503195,1550254278.627699,Line2,0
2010,3197,1550254290.3093283,Line1,1
2011,503196,1550254293.6395285,Line2,1
2012,3198,1550254305.3155103,Line1,1
2013,503197,1550254308.647357,Line2,1
2014,3199,1550254320.3256488,Line1,1
2015,503198,1550254323.6565392,Line2,1
2016,3200,1550254335.3361037,Line1,1
2017,503199,1550254338.666936,Line2,1
2018,3201,1550254350.3445642,Line1,1
2019,503200,1550254353.6763117,Line2,1
2020,3202,1550254365.356011,Line1,1
2021,503201,1550254368.6877592,Line2,1
2022,503202,1550254383.6899064,Line2,1
2023,3203,1550254380.3652897,Line1,0
2024,503203,1550254398.7023435,Line2,1
2025,3204,1550254395.372342,Line1,1
2026,3205,1550254410.3806324,Line1,1
2027,503204,1550254413.711373,Line2,0
2028,3206,1550254425.3897803,Line1,1
2029,3207,1550254440.3961568,Line1,1
2030,503205,1550254428.7194643,Line2,0
2031,503206,1550254443.7247748,Line2,1
2032,3208,1550254455.402794,Line1,1
2033,503207,1550254458.735713,Line2,1
2034,503208,1550254473.7419305,Line2,1
2035,3209,1550254470.4109633,Line1,0
2036,3210,1550254485.4188673,Line1,1
2037,503209,1550254488.7537465,Line2,0
2038,3211,1550254500.4339185,Line1,1
2039,503210,1550254503.7633898,Line2,1
2040,3212,1550254515.4363716,Line1,1
2041,503211,1550254518.7683067,Line2,1
2042,3213,1550254530.4436393,Line1,1
2043,503212,1550254533.7733905,Line2,1
2044,3214,1550254545.4505916,Line1,1
2045,503213,1550254548.780308,Line2,1
2046,3215,1550254560.4585123,Line1,1
2047,503214,1550254563.790359,Line2,0
2048,503215,1550254578.795629,Line2,1
2049,3216,1550254575.4657335,Line1,0
2050,503216,1550254593.8082142,Line2,1
2051,3217,1550254590.4796262,Line1,1
2052,3218,1550254605.489461,Line1,1
2053,503217,1550254608.8205016,Line2,0
2054,503218,1550254623.8284776,Line2,1
2055,3219,1550254620.4987934,Line1,0
2056,503219,1550254638.830367,Line2,1
2057,3220,1550254635.4993427,Line1,1
2058,3221,1550254650.504241,Line1,1
2059,503220,1550254653.8350768,Line2,0
2060,3222,1550254665.513268,Line1,1
2061,503221,1550254668.8405862,Line2,1
2062,3223,1550254680.5146513,Line1,1
2063,503222,1550254683.8456457,Line2,1
2064,3224,1550254695.5230525,Line1,1
2065,503223,1550254698.8531222,Line2,1
2066,3225,1550254710.547149,Line1,1
2067,503224,1550254713.8623981,Line2,1
2068,3226,1550254725.5705097,Line1,1
2069,503225,1550254728.8701606,Line2,1
2070,3227,1550254740.5792289,Line1,1
2071,503226,1550254743.8799253,Line2,1
2072,3228,1550254755.5920143,Line1,1
2073,503227,1550254758.8902907,Line2,0
2074,3229,1550254770.6065824,Line1,1
2075,503228,1550254773.8958027,Line2,1
2076,3230,1550254785.6182249,Line1,1
2077,503229,1550254788.917773,Line2,1
2078,3231,1550254800.6269329,Line1,1
2079,503230,1550254803.9243546,Line2,1
2080,3232,1550254815.6362517,Line1,1
2081,503231,1550254818.935037,Line2,1
2082,3233,1550254830.645273,Line1,1
2083,503232,1550254833.9439623,Line2,0
2084,3234,1550254845.6510043,Line1,1
2085,503233,1550254848.95098,Line2,1
2086,3235,1550254860.66158,Line1,1
2087,503234,1550254863.9755287,Line2,1
2088,3236,1550254875.67168,Line1,1
2089,503235,1550254878.9880116,Line2,1
2090,3237,1550254890.682579,Line1,1
2091,503236,1550254893.9956372,Line2,1
2092,503237,1550254909.0041366,Line2,1
2093,3238,1550254905.705551,Line1,0
2094,3239,1550254920.7164948,Line1,1
2095,503238,1550254924.014995,Line2,0
2096,503239,1550254939.028715,Line2,1
2097,3240,1550254935.7316806,Line1,0
2098,3241,1550254950.7457166,Line1,1
2099,503240,1550254954.043111,Line2,0
2100,3242,1550254965.7496495,Line1,1
2101,3243,1550254980.7577207,Line1,1
2102,503241,1550254969.0444756,Line2,0
2103,503242,1550254984.0482774,Line2,1
2104,3244,1550254995.770943,Line1,1
2105,503243,1550254999.0547757,Line2,0
2106,3245,1550255010.7769015,Line1,1
2107,503244,1550255014.0587783,Line2,1
2108,3246,1550255025.778415,Line1,1
2109,503245,1550255029.060136,Line2,1
2110,3247,1550255040.787667,Line1,1
2111,503246,1550255044.0715172,Line2,1
2112,503247,1550255059.0797696,Line2,1
2113,3248,1550255055.7957852,Line1,0
2114,503248,1550255074.0820434,Line2,1
2115,3249,1550255070.8002245,Line1,1
2116,3250,1550255085.8065703,Line1,1
2117,503249,1550255089.0904357,Line2,1
2118,3251,1550255100.8148415,Line1,1
2119,503250,1550255104.097573,Line2,0
2120,3252,1550255115.8259032,Line1,1
2121,503251,1550255119.1068656,Line2,0
2122,3253,1550255130.8335376,Line1,0
2123,503252,1550255134.1162388,Line2,0
2124,3254,1550255145.8357599,Line1,1
2125,3255,1550255160.8414648,Line1,1
2126,503253,1550255149.1192248,Line2,0
2127,503254,1550255164.1262307,Line2,1
2128,3256,1550255175.8461523,Line1,1
2129,3257,1550255190.8523834,Line1,1
2130,503255,1550255179.1289265,Line2,0
2131,503256,1550255194.135333,Line2,1
2132,3258,1550255205.854629,Line1,1
2133,503257,1550255209.137726,Line2,1
2134,3259,1550255220.8591404,Line1,1
2135,503258,1550255224.1420262,Line2,1
2136,3260,1550255235.8686714,Line1,1
2137,503259,1550255239.1515865,Line2,1
2138,3261,1550255250.8790402,Line1,1
2139,503260,1550255254.1617222,Line2,1
2140,3262,1550255265.8876326,Line1,1
2141,503261,1550255269.1693213,Line2,1
2142,3263,1550255280.895455,Line1,1
2143,503262,1550255284.1794739,Line2,1
2144,3264,1550255295.9029396,Line1,1
2145,503263,1550255299.1857903,Line2,1
2146,3265,1550255310.9143918,Line1,1
2147,503264,1550255314.1979675,Line2,1
2148,3266,1550255325.922395,Line1,1
2149,503265,1550255329.2051811,Line2,1
2150,3267,1550255340.9325683,Line1,1
2151,503266,1550255344.214329,Line2,0
2152,3268,1550255355.9387412,Line1,1
2153,503267,1550255359.2191968,Line2,1
2154,3269,1550255370.9439151,Line1,1
2155,503268,1550255374.2255921,Line2,1
2156,3270,1550255385.9681587,Line1,1
2157,503269,1550255389.2374954,Line2,0
2158,3271,1550255400.9925475,Line1,1
2159,503270,1550255404.2464256,Line2,1
2160,3272,1550255415.99347,Line1,1
2161,503271,1550255419.2595468,Line2,1
2162,3273,1550255430.9988382,Line1,1
2163,503272,1550255434.2672884,Line2,0
2164,503273,1550255449.272244,Line2,1
2165,3274,1550255446.0073862,Line1,0
2166,503274,1550255464.2762878,Line2,1
2167,3275,1550255461.011397,Line1,0
2168,503275,1550255479.2835186,Line2,1
2169,503276,1550255494.3067026,Line2,1
2170,3276,1550255476.0162733,Line1,0
2171,3277,1550255491.0228121,Line1,1
2172,503277,1550255509.317156,Line2,1
2173,503278,1550255524.3268173,Line2,1
2174,3278,1550255506.0306923,Line1,0
2175,3279,1550255521.0427768,Line1,1
2176,503279,1550255539.3356194,Line2,1
2177,3280,1550255536.0507097,Line1,1
2178,503280,1550255554.3448296,Line2,1
2179,3281,1550255551.0776367,Line1,0
2180,503281,1550255569.356584,Line2,1
2181,3282,1550255566.0839221,Line1,1
2182,503282,1550255584.3792467,Line2,1
2183,3283,1550255581.0974996,Line1,1
2184,3284,1550255596.1057832,Line1,1
2185,503283,1550255599.3907466,Line2,1
2186,3285,1550255611.1158006,Line1,1
2187,503284,1550255614.4008455,Line2,1
2188,503285,1550255629.411244,Line2,1
2189,3286,1550255626.1451213,Line1,0
2190,503286,1550255644.4233036,Line2,0
2191,3287,1550255641.15796,Line1,0
2192,503287,1550255659.4305508,Line2,1
2193,3288,1550255656.1644208,Line1,1
2194,503288,1550255674.4435368,Line2,1
2195,503289,1550255689.4528592,Line2,1
2196,3289,1550255671.1742287,Line1,0
2197,3290,1550255686.1834447,Line1,1
2198,503290,1550255704.4588902,Line2,1
2199,3291,1550255701.1916099,Line1,1
2200,3292,1550255716.1967125,Line1,1
2201,503291,1550255719.4627426,Line2,0
2202,3293,1550255731.2066896,Line1,1
2203,503292,1550255734.4836023,Line2,1
2204,3294,1550255746.2079089,Line1,1
2205,503293,1550255749.490577,Line2,1
2206,3295,1550255761.2355995,Line1,1
2207,503294,1550255764.5038812,Line2,1
2208,3296,1550255776.2449858,Line1,1
2209,503295,1550255779.512184,Line2,1
2210,3297,1550255791.2542338,Line1,1
2211,503296,1550255794.522538,Line2,1
2212,3298,1550255806.262983,Line1,1
2213,503297,1550255809.532286,Line2,1
2214,503298,1550255824.541397,Line2,1
2215,3299,1550255821.2753346,Line1,0
2216,503299,1550255839.5449996,Line2,0
2217,3300,1550255836.2787964,Line1,0
2218,503300,1550255854.5588498,Line2,1
2219,3301,1550255851.2873268,Line1,1
2220,3302,1550255866.2966585,Line1,1
2221,503301,1550255869.5650496,Line2,0
2222,3303,1550255881.3048239,Line1,1
2223,503302,1550255884.5735462,Line2,1
2224,503303,1550255899.5817554,Line2,1
2225,3304,1550255896.314572,Line1,0
2226,503304,1550255914.5927022,Line2,1
2227,3305,1550255911.326334,Line1,1
2228,503305,1550255929.600909,Line2,1
2229,3306,1550255926.3325956,Line1,0
2230,503306,1550255944.6106424,Line2,1
2231,3307,1550255941.3419156,Line1,1
2232,503307,1550255959.6144876,Line2,1
