,AI_result,OP_result,barcode,create_time,el_no
1381,1,1,502881,1550249565.823958,Line2
1382,0,0,2883,1550249577.4735096,Line1
1383,0,0,502882,1550249580.8344042,Line2
1384,1,1,2884,1550249592.4794767,Line1
1385,0,0,502883,1550249595.8355699,Line2
1386,0,0,2885,1550249607.4917238,Line1
1387,1,1,502884,1550249610.8391294,Line2
1388,1,1,502885,1550249625.8528817,Line2
1389,1,1,2886,1550249622.4928682,Line1
1390,1,1,502886,1550249640.8631372,Line2
1391,1,1,2887,1550249637.5000992,Line1
1392,1,1,2888,1550249652.5095603,Line1
1393,1,1,502887,1550249655.8715794,Line2
1394,1,1,2889,1550249667.5147574,Line1
1395,1,1,502888,1550249670.8767881,Line2
1396,1,1,2890,1550249682.5230422,Line1
1397,1,1,502889,1550249685.8850713,Line2
1398,1,1,2891,1550249697.5334618,Line1
1399,1,1,502890,1550249700.8965359,Line2
1400,1,1,2892,1550249712.5433743,Line1
1401,1,1,502891,1550249715.9054854,Line2
1402,1,1,2893,1550249727.5507913,Line1
1403,0,0,502892,1550249730.913954,Line2
1404,1,1,2894,1550249742.5611565,Line1
1405,1,1,502893,1550249745.9286869,Line2
1406,1,1,2895,1550249757.5749414,Line1
1407,1,1,502894,1550249760.9371357,Line2
1408,1,1,2896,1550249772.5821178,Line1
1409,1,1,502895,1550249775.9433558,Line2
1410,1,1,2897,1550249787.589546,Line1
1411,1,1,502896,1550249790.9517229,Line2
1412,1,1,502897,1550249805.9664302,Line2
1413,0,0,2898,1550249802.6043034,Line1
1414,1,1,502898,1550249820.969444,Line2
1415,1,1,2899,1550249817.6043398,Line1
1416,1,1,2900,1550249832.6176455,Line1
1417,1,1,502899,1550249835.979821,Line2
1418,0,0,2901,1550249847.6270788,Line1
1419,0,0,502900,1550249850.9879558,Line2
1420,1,1,2902,1550249862.6383302,Line1
1421,1,1,2903,1550249877.643803,Line1
1422,0,0,502901,1550249865.9969473,Line2
1423,1,1,502902,1550249881.011863,Line2
1424,1,1,2904,1550249892.6567109,Line1
1425,1,1,502903,1550249896.023985,Line2
1426,1,1,2905,1550249907.6587486,Line1
1427,1,1,502904,1550249911.036568,Line2
1428,1,1,2906,1550249922.6694758,Line1
1429,0,0,502905,1550249926.045969,Line2
1430,1,1,502906,1550249941.0513074,Line2
1431,0,0,2907,1550249937.6793625,Line1
1432,1,1,2908,1550249952.6818113,Line1
1433,0,0,502907,1550249956.0583973,Line2
1434,1,1,502908,1550249971.0697894,Line2
1435,0,0,2909,1550249967.6931572,Line1
1436,1,1,502909,1550249986.0758345,Line2
1437,1,1,2910,1550249982.698032,Line1
1438,1,1,502910,1550250001.0765314,Line2
1439,0,0,2911,1550249997.7001941,Line1
1440,1,1,502911,1550250016.0794628,Line2
1441,1,1,2912,1550250012.7050855,Line1
1442,0,0,2913,1550250027.7108183,Line1
1443,0,0,502912,1550250031.0884752,Line2
1444,1,1,2914,1550250042.7164419,Line1
1445,1,1,502913,1550250046.10763,Line2
1446,1,1,2915,1550250057.7241106,Line1
1447,1,1,502914,1550250061.1173368,Line2
1448,1,1,2916,1550250072.7336733,Line1
1449,1,1,502915,1550250076.1256883,Line2
1450,1,1,2917,1550250087.7455654,Line1
1451,1,1,502916,1550250091.1367083,Line2
1452,1,1,2918,1550250102.752956,Line1
1453,0,0,502917,1550250106.1439743,Line2
1454,1,1,502918,1550250121.1500432,Line2
1455,0,0,2919,1550250117.7597558,Line1
1456,1,1,502919,1550250136.1516123,Line2
1457,1,1,2920,1550250132.761779,Line1
1458,1,1,2921,1550250147.7707136,Line1
1459,1,1,502920,1550250151.1786952,Line2
1460,1,1,2922,1550250162.778345,Line1
1461,1,1,502921,1550250166.185169,Line2
1462,1,1,2923,1550250177.7909994,Line1
1463,0,0,502922,1550250181.2002287,Line2
1464,1,1,2924,1550250192.7985454,Line1
1465,1,1,502923,1550250196.2033472,Line2
1466,1,1,2925,1550250207.8096201,Line1
1467,1,1,502924,1550250211.2162879,Line2
1468,1,1,2926,1550250222.8135586,Line1
1469,1,1,502925,1550250226.221534,Line2
1470,1,1,2927,1550250237.820894,Line1
1471,1,1,502926,1550250241.2445548,Line2
1472,1,1,502927,1550250256.2542922,Line2
1473,0,0,2928,1550250252.8310356,Line1
1474,1,1,502928,1550250271.2601893,Line2
1475,1,1,2929,1550250267.8385,Line1
1476,1,1,2930,1550250282.846177,Line1
1477,0,0,502929,1550250286.270947,Line2
1478,1,1,2931,1550250297.8538413,Line1
1479,1,1,502930,1550250301.294357,Line2
1480,1,1,2932,1550250312.8773577,Line1
1481,0,0,502931,1550250316.294391,Line2
1482,1,1,502932,1550250331.3079336,Line2
1483,0,0,2933,1550250327.884079,Line1
1484,1,1,502933,1550250346.3121986,Line2
1485,1,1,2934,1550250342.8897371,Line1
1486,1,1,2935,1550250357.8993561,Line1
1487,1,1,502934,1550250361.3238947,Line2
1488,1,1,2936,1550250372.899594,Line1
1489,0,0,502935,1550250376.3384576,Line2
1490,1,1,2937,1550250387.9084253,Line1
1491,1,1,502936,1550250391.3447416,Line2
1492,1,1,2938,1550250402.91234,Line1
1493,0,0,502937,1550250406.3525462,Line2
1494,1,1,2939,1550250417.921517,Line1
1495,1,1,502938,1550250421.3619287,Line2
1496,1,1,2940,1550250432.9277883,Line1
1497,1,1,502939,1550250436.3667479,Line2
1498,1,1,2941,1550250447.9369845,Line1
1499,1,1,502940,1550250451.3771207,Line2
1500,1,1,502941,1550250466.384828,Line2
1501,0,0,2942,1550250462.9615543,Line1
1502,1,1,502942,1550250481.3925514,Line2
1503,1,1,2943,1550250477.9677024,Line1
1504,1,1,2944,1550250492.9786003,Line1
1505,1,1,502943,1550250496.4010081,Line2
1506,1,1,502944,1550250511.4089468,Line2
1507,0,0,2945,1550250507.9844334,Line1
1508,1,1,502945,1550250526.4170115,Line2
1509,1,1,2946,1550250522.9936073,Line1
1510,1,1,2947,1550250538.003162,Line1
1511,1,1,502946,1550250541.4254405,Line2
1512,1,1,2948,1550250553.0104115,Line1
1513,1,1,502947,1550250556.4350667,Line2
1514,1,1,502948,1550250571.4441626,Line2
1515,0,0,2949,1550250568.0218232,Line1
1516,1,1,502949,1550250586.4528935,Line2
1517,0,0,2950,1550250583.0303273,Line1
1518,1,1,502950,1550250601.4724352,Line2
1519,1,1,2951,1550250598.0347462,Line1
1520,1,1,502951,1550250616.4831574,Line2
1521,1,1,2952,1550250613.0443218,Line1
1522,1,1,2953,1550250628.0545392,Line1
1523,1,1,502952,1550250631.4958143,Line2
1524,1,1,2954,1550250643.0798707,Line1
1525,1,1,502953,1550250646.5022788,Line2
1526,1,1,2955,1550250658.0874925,Line1
1527,1,1,502954,1550250661.5129876,Line2
1528,1,1,2956,1550250673.10001,Line1
1529,1,1,502955,1550250676.5232837,Line2
1530,1,1,2957,1550250688.1074812,Line1
1531,1,1,502956,1550250691.5321033,Line2
1532,1,1,2958,1550250703.1211944,Line1
1533,1,1,502957,1550250706.544536,Line2
1534,1,1,502958,1550250721.555772,Line2
1535,0,0,2959,1550250718.1312513,Line1
1536,1,1,502959,1550250736.5613902,Line2
1537,1,1,2960,1550250733.1535985,Line1
1538,1,1,2961,1550250748.1609674,Line1
1539,1,1,502960,1550250751.568627,Line2
1540,1,1,2962,1550250763.1682227,Line1
1541,1,1,502961,1550250766.5730283,Line2
1542,1,1,2963,1550250778.1753206,Line1
1543,1,1,502962,1550250781.5842142,Line2
1544,1,1,2964,1550250793.187752,Line1
1545,1,1,502963,1550250796.5955145,Line2
1546,1,1,2965,1550250808.209448,Line1
1547,0,0,502964,1550250811.6018684,Line2
1548,1,1,2966,1550250823.2159529,Line1
1549,1,1,502965,1550250826.6089249,Line2
1550,0,0,2967,1550250838.2233374,Line1
1551,0,0,502966,1550250841.616822,Line2
1552,1,1,502967,1550250856.6247072,Line2
1553,0,0,2968,1550250853.2319078,Line1
1554,1,1,502968,1550250871.628366,Line2
1555,1,1,502969,1550250886.6367419,Line2
1556,0,0,2969,1550250868.2529075,Line1
1557,1,1,2970,1550250883.2589846,Line1
1558,1,1,502970,1550250901.652462,Line2
1559,1,1,2971,1550250898.273756,Line1
1560,1,1,502971,1550250916.6607718,Line2
1561,1,1,2972,1550250913.2828147,Line1
1562,1,1,2973,1550250928.2946064,Line1
1563,0,0,502972,1550250931.6613107,Line2
1564,1,1,502973,1550250946.6686924,Line2
1565,0,0,2974,1550250943.3219154,Line1
1566,1,1,2975,1550250958.3250246,Line1
1567,0,0,502974,1550250961.6849716,Line2
1568,1,1,2976,1550250973.3291833,Line1
1569,1,1,502975,1550250976.6914935,Line2
1570,1,1,2977,1550250988.3375113,Line1
1571,1,1,502976,1550250991.6986144,Line2
1572,1,1,2978,1550251003.3645952,Line1
1573,0,0,502977,1550251006.7120621,Line2
1574,1,1,2979,1550251018.3725889,Line1
1575,1,1,502978,1550251021.7179317,Line2
1576,1,1,2980,1550251033.3865252,Line1
1577,1,1,502979,1550251036.7328346,Line2
1578,1,1,502980,1550251051.7448244,Line2
1579,0,0,2981,1550251048.4130683,Line1
1580,1,1,502981,1550251066.7685673,Line2
1581,1,1,2982,1550251063.422758,Line1
1582,1,1,2983,1550251078.429266,Line1
1583,0,0,502982,1550251081.7758105,Line2
1584,1,1,502983,1550251096.7814767,Line2
1585,0,0,2984,1550251093.43465,Line1
1586,1,1,502984,1550251111.7880332,Line2
1587,1,1,2985,1550251108.4410646,Line1
1588,1,1,2986,1550251123.4517002,Line1
1589,1,1,502985,1550251126.799221,Line2
1590,1,1,2987,1550251138.4631538,Line1
1591,1,1,502986,1550251141.8082383,Line2
1592,1,1,502987,1550251156.8189301,Line2
1593,0,0,2988,1550251153.4725006,Line1
1594,1,1,502988,1550251171.8305826,Line2
1595,0,0,2989,1550251168.498577,Line1
1596,1,1,502989,1550251186.8569095,Line2
1597,1,1,2990,1550251183.5086198,Line1
1598,1,1,2991,1550251198.513018,Line1
1599,1,1,502990,1550251201.8594606,Line2
1600,1,1,2992,1550251213.5184433,Line1
1601,1,1,502991,1550251216.864905,Line2
1602,1,1,502992,1550251231.876954,Line2
1603,0,0,2993,1550251228.5296216,Line1
1604,1,1,502993,1550251246.8899276,Line2
1605,0,0,2994,1550251243.5440917,Line1
1606,0,0,502994,1550251261.903216,Line2
1607,0,0,2995,1550251258.552032,Line1
1608,1,1,502995,1550251276.9034886,Line2
1609,1,1,2996,1550251273.5577562,Line1
1610,1,1,2997,1550251288.5628178,Line1
1611,0,0,502996,1550251291.9102378,Line2
1612,1,1,2998,1550251303.5720959,Line1
1613,1,1,502997,1550251306.917391,Line2
1614,1,1,502998,1550251321.9266264,Line2
1615,0,0,2999,1550251318.5800705,Line1
1616,1,1,502999,1550251336.9318333,Line2
1617,1,1,3000,1550251333.5873358,Line1
1618,0,0,3001,1550251348.5968266,Line1
1619,0,0,503000,1550251351.9433517,Line2
1620,1,1,3002,1550251363.6074543,Line1
1621,1,1,503001,1550251366.951081,Line2
1622,1,1,3003,1550251378.6144726,Line1
1623,1,1,503002,1550251381.961898,Line2
1624,1,1,3004,1550251393.624879,Line1
1625,0,0,503003,1550251396.9690926,Line2
1626,1,1,3005,1550251408.632586,Line1
1627,1,1,503004,1550251411.975582,Line2
1628,1,1,3006,1550251423.6497295,Line1
1629,1,1,503005,1550251426.9797125,Line2
1630,1,1,3007,1550251438.6582985,Line1
1631,1,1,503006,1550251441.9868584,Line2
1632,1,1,3008,1550251453.683813,Line1
1633,0,0,503007,1550251456.996826,Line2
1634,1,1,3009,1550251468.6888673,Line1
1635,1,1,503008,1550251472.004357,Line2
1636,1,1,503009,1550251487.012609,Line2
1637,0,0,3010,1550251483.698586,Line1
1638,1,1,503010,1550251502.022719,Line2
1639,1,1,3011,1550251498.7087162,Line1
1640,1,1,503011,1550251517.0344143,Line2
1641,0,0,3012,1550251513.7191038,Line1
1642,1,1,503012,1550251532.0400896,Line2
1643,1,1,3013,1550251528.7283628,Line1
1644,1,1,3014,1550251543.734744,Line1
1645,0,0,503013,1550251547.0436845,Line2
1646,1,1,503014,1550251562.051221,Line2
1647,0,0,3015,1550251558.7371585,Line1
1648,1,1,503015,1550251577.0729566,Line2
1649,1,1,3016,1550251573.743277,Line1
1650,1,1,3017,1550251588.7513826,Line1
1651,1,1,503016,1550251592.0822022,Line2
1652,0,0,3018,1550251603.760898,Line1
1653,0,0,503017,1550251607.0904517,Line2
1654,1,1,3019,1550251618.7669468,Line1
1655,1,1,503018,1550251622.0956552,Line2
1656,1,1,503019,1550251637.1040094,Line2
1657,0,0,3020,1550251633.7731893,Line1
1658,1,1,3021,1550251648.7792747,Line1
1659,0,0,503020,1550251652.1090417,Line2
1660,1,1,3022,1550251663.7838812,Line1
1661,1,1,503021,1550251667.129169,Line2
1662,1,1,3023,1550251678.7946134,Line1
1663,1,1,503022,1550251682.1409945,Line2
1664,1,1,503023,1550251697.1518784,Line2
1665,0,0,3024,1550251693.8211393,Line1
1666,1,1,503024,1550251712.1574705,Line2
1667,0,0,3025,1550251708.829412,Line1
1668,1,1,503025,1550251727.1623516,Line2
1669,1,1,3026,1550251723.8369818,Line1
1670,1,1,503026,1550251742.1740165,Line2
1671,1,1,3027,1550251738.8454032,Line1
1672,1,1,3028,1550251753.853762,Line1
1673,0,0,503027,1550251757.1833794,Line2
1674,1,1,3029,1550251768.860723,Line1
1675,1,1,503028,1550251772.191836,Line2
1676,1,1,3030,1550251783.8714569,Line1
1677,1,1,503029,1550251787.201023,Line2
1678,1,1,3031,1550251798.880592,Line1
1679,0,0,503030,1550251802.2123034,Line2
1680,1,1,3032,1550251813.8895433,Line1
1681,1,1,503031,1550251817.2215364,Line2
1682,1,1,3033,1550251828.897977,Line1
1683,1,1,503032,1550251832.2284079,Line2
1684,1,1,3034,1550251843.9071143,Line1
1685,1,1,503033,1550251847.2366836,Line2
1686,0,0,3035,1550251858.916542,Line1
1687,0,0,503034,1550251862.2465203,Line2
1688,1,1,3036,1550251873.9343297,Line1
1689,1,1,503035,1550251877.2517798,Line2
1690,1,1,3037,1550251888.9455533,Line1
1691,1,1,503036,1550251892.25955,Line2
1692,1,1,3038,1550251903.95535,Line1
1693,0,0,503037,1550251907.2683249,Line2
1694,1,1,3039,1550251918.9589238,Line1
1695,0,0,503038,1550251922.2720463,Line2
1696,1,1,3040,1550251933.964198,Line1
1697,1,1,503039,1550251937.2929015,Line2
1698,1,1,3041,1550251948.970808,Line1
1699,1,1,503040,1550251952.3016093,Line2
1700,1,1,3042,1550251963.981259,Line1
1701,1,1,503041,1550251967.3098724,Line2
1702,1,1,3043,1550251979.0090313,Line1
1703,1,1,503042,1550251982.3221118,Line2
1704,1,1,3044,1550251994.0134513,Line1
1705,1,1,503043,1550251997.3287385,Line2
1706,1,1,3045,1550252009.0251086,Line1
1707,1,1,503044,1550252012.3380594,Line2
1708,1,1,3046,1550252024.0251217,Line1
1709,1,1,503045,1550252027.3393025,Line2
1710,1,1,3047,1550252039.0314574,Line1
1711,1,1,503046,1550252042.345699,Line2
1712,1,1,503047,1550252057.3703964,Line2
1713,0,0,3048,1550252054.0417278,Line1
1714,1,1,503048,1550252072.3764074,Line2
1715,0,0,3049,1550252069.0464025,Line1
1716,1,1,503049,1550252087.3830025,Line2
1717,1,1,3050,1550252084.0537057,Line1
1718,1,1,3051,1550252099.0595818,Line1
1719,0,0,503050,1550252102.3892505,Line2
1720,1,1,503051,1550252117.3977432,Line2
1721,0,0,3052,1550252114.0691445,Line1
1722,1,1,3053,1550252129.0795538,Line1
1723,0,0,503052,1550252132.407564,Line2
1724,1,1,3054,1550252144.0843828,Line1
1725,1,1,503053,1550252147.4142299,Line2
1726,1,1,3055,1550252159.0906832,Line1
1727,1,1,503054,1550252162.4226053,Line2
1728,1,1,3056,1550252174.0957122,Line1
1729,1,1,503055,1550252177.424282,Line2
1730,1,1,3057,1550252189.1050484,Line1
1731,1,1,503056,1550252192.43499,Line2
1732,1,1,3058,1550252204.1115422,Line1
1733,0,0,503057,1550252207.4432607,Line2
1734,1,1,3059,1550252219.1235662,Line1
1735,0,0,503058,1550252222.4533176,Line2
1736,1,1,3060,1550252234.1297586,Line1
1737,1,1,503059,1550252237.468139,Line2
1738,1,1,3061,1550252249.1312141,Line1
1739,1,1,503060,1550252252.4754372,Line2
1740,1,1,3062,1550252264.1459115,Line1
1741,1,1,503061,1550252267.4910357,Line2
1742,0,0,3063,1550252279.1541283,Line1
1743,0,0,503062,1550252282.5140295,Line2
1744,0,0,3064,1550252294.159121,Line1
1745,0,0,503063,1550252297.5141256,Line2
1746,1,1,3065,1550252309.1617284,Line1
1747,0,0,503064,1550252312.5225806,Line2
1748,0,0,3066,1550252324.1669283,Line1
1749,1,1,503065,1550252327.5269136,Line2
1750,1,1,503066,1550252342.5325,Line2
1751,1,1,3067,1550252339.173907,Line1
1752,1,1,3068,1550252354.1788232,Line1
1753,0,0,503067,1550252357.5394683,Line2
1754,1,1,3069,1550252369.1859977,Line1
1755,1,1,3070,1550252384.1939378,Line1
1756,0,0,503068,1550252372.54537,Line2
1757,1,1,3071,1550252399.2035472,Line1
1758,0,0,503069,1550252387.5538776,Line2
1759,1,1,503070,1550252402.5654974,Line2
1760,1,1,3072,1550252414.2104177,Line1
1761,1,1,503071,1550252417.572472,Line2
1762,1,1,3073,1550252429.2207255,Line1
1763,0,0,503072,1550252432.5815797,Line2
1764,1,1,3074,1550252444.2291179,Line1
1765,1,1,503073,1550252447.5877087,Line2
1766,1,1,3075,1550252459.2330287,Line1
1767,1,1,503074,1550252462.5940115,Line2
1768,1,1,3076,1550252474.242183,Line1
1769,1,1,503075,1550252477.6043172,Line2
1770,1,1,503076,1550252492.6174445,Line2
1771,0,0,3077,1550252489.2542522,Line1
1772,1,1,3078,1550252504.2591577,Line1
1773,0,0,503077,1550252507.6191561,Line2
1774,1,1,3079,1550252519.2639341,Line1
1775,1,1,503078,1550252522.62179,Line2
1776,1,1,3080,1550252534.2675643,Line1
1777,1,1,503079,1550252537.6305368,Line2
1778,1,1,3081,1550252549.2782762,Line1
1779,1,1,503080,1550252552.6404943,Line2
1780,1,1,3082,1550252564.2865548,Line1
1781,0,0,503081,1550252567.6485825,Line2
1782,1,1,3083,1550252579.2952194,Line1
1783,1,1,503082,1550252582.677119,Line2
1784,1,1,3084,1550252594.3044934,Line1
1785,1,1,503083,1550252597.6780052,Line2
1786,1,1,3085,1550252609.3119838,Line1
1787,1,1,503084,1550252612.690712,Line2
1788,1,1,3086,1550252624.321189,Line1
1789,1,1,503085,1550252627.6987712,Line2
1790,1,1,3087,1550252639.3315897,Line1
1791,1,1,503086,1550252642.7102227,Line2
1792,1,1,3088,1550252654.334749,Line1
1793,1,1,503087,1550252657.7125237,Line2
1794,1,1,3089,1550252669.3430636,Line1
1795,1,1,503088,1550252672.719791,Line2
1796,1,1,3090,1550252684.3533647,Line1
1797,0,0,503089,1550252687.7310615,Line2
1798,1,1,3091,1550252699.363258,Line1
1799,1,1,503090,1550252702.7374995,Line2
1800,1,1,3092,1550252714.371414,Line1
1801,0,0,503091,1550252717.746842,Line2
1802,1,1,3093,1550252729.372233,Line1
1803,1,1,503092,1550252732.7510984,Line2
1804,1,1,3094,1550252744.3833423,Line1
1805,0,0,503093,1550252747.7609923,Line2
1806,1,1,3095,1550252759.3913655,Line1
1807,1,1,503094,1550252762.7726095,Line2
1808,1,1,3096,1550252774.403954,Line1
1809,1,1,503095,1550252777.7817225,Line2
1810,1,1,3097,1550252789.4072685,Line1
1811,1,1,503096,1550252792.7838943,Line2
1812,1,1,3098,1550252804.4144146,Line1
1813,0,0,503097,1550252807.7921314,Line2
1814,0,0,3099,1550252819.4192433,Line1
1815,0,0,503098,1550252822.7982047,Line2
1816,1,1,3100,1550252834.4198163,Line1
1817,1,1,3101,1550252849.4244993,Line1
1818,0,0,503099,1550252837.8094504,Line2
1819,1,1,503100,1550252852.8178701,Line2
1820,1,1,3102,1550252864.4326682,Line1
1821,1,1,503101,1550252867.8260312,Line2
1822,1,1,3103,1550252879.442166,Line1
1823,1,1,503102,1550252882.8354118,Line2
1824,1,1,3104,1550252894.4549477,Line1
1825,1,1,503103,1550252897.8482027,Line2
1826,1,1,503104,1550252912.8597002,Line2
1827,0,0,3105,1550252909.465396,Line1
1828,1,1,503105,1550252927.8658926,Line2
1829,1,1,3106,1550252924.472253,Line1
1830,1,1,3107,1550252939.486928,Line1
1831,1,1,503106,1550252942.8802357,Line2
1832,1,1,3108,1550252954.4961338,Line1
1833,0,0,503107,1550252957.9040792,Line2
1834,1,1,3109,1550252969.5018756,Line1
1835,1,1,503108,1550252972.9267216,Line2
1836,1,1,3110,1550252984.506963,Line1
1837,1,1,503109,1550252987.9305236,Line2
1838,1,1,3111,1550252999.516303,Line1
1839,1,1,503110,1550253002.9410014,Line2
1840,1,1,3112,1550253014.5256782,Line1
1841,0,0,503111,1550253017.950348,Line2
1842,1,1,3113,1550253029.5300634,Line1
1843,1,1,503112,1550253032.9715705,Line2
1844,1,1,503113,1550253047.9802704,Line2
1845,0,0,3114,1550253044.541161,Line1
1846,1,1,503114,1550253062.985373,Line2
1847,1,1,3115,1550253059.5481074,Line1
1848,1,1,3116,1550253074.554238,Line1
1849,0,0,503115,1550253077.9875407,Line2
1850,1,1,3117,1550253089.5698702,Line1
1851,0,0,503116,1550253092.9923615,Line2
1852,1,1,3118,1550253104.576496,Line1
1853,1,1,503117,1550253107.9989243,Line2
1854,1,1,3119,1550253119.584736,Line1
1855,1,1,503118,1550253123.0093572,Line2
1856,1,1,503119,1550253138.0177593,Line2
1857,0,0,3120,1550253134.5923924,Line1
1858,1,1,503120,1550253153.0303879,Line2
1859,0,0,3121,1550253149.6080153,Line1
1860,1,1,3122,1550253164.6156018,Line1
1861,0,0,503121,1550253168.0443242,Line2
1862,1,1,3123,1550253179.6305578,Line1
1863,1,1,503122,1550253183.0554361,Line2
1864,1,1,503123,1550253198.065668,Line2
1865,0,0,3124,1550253194.6400867,Line1
1866,1,1,3125,1550253209.6552434,Line1
1867,0,0,503124,1550253213.0800624,Line2
1868,1,1,3126,1550253224.6683693,Line1
1869,1,1,503125,1550253228.0894766,Line2
1870,1,1,3127,1550253239.6768281,Line1
1871,1,1,503126,1550253243.1013288,Line2
1872,1,1,3128,1550253254.6872828,Line1
1873,0,0,503127,1550253258.1106386,Line2
1874,1,1,3129,1550253269.708128,Line1
1875,0,0,503128,1550253273.1149774,Line2
1876,1,1,3130,1550253284.7147822,Line1
1877,1,1,503129,1550253288.1223981,Line2
1878,0,0,3131,1550253299.7174108,Line1
1879,0,0,503130,1550253303.12729,Line2
1880,1,1,3132,1550253314.7236207,Line1
1881,1,1,503131,1550253318.1285553,Line2
1882,1,1,3133,1550253329.7387843,Line1
1883,1,1,503132,1550253333.1332064,Line2
1884,1,1,3134,1550253344.7486873,Line1
1885,0,0,503133,1550253348.139783,Line2
1886,1,1,3135,1550253359.755675,Line1
1887,0,0,503134,1550253363.150304,Line2
1888,1,1,3136,1550253374.7614474,Line1
1889,1,1,503135,1550253378.152476,Line2
1890,1,1,3137,1550253389.7662547,Line1
1891,1,1,503136,1550253393.157392,Line2
1892,1,1,3138,1550253404.7764173,Line1
1893,1,1,503137,1550253408.1674523,Line2
1894,1,1,3139,1550253419.7814326,Line1
1895,1,1,503138,1550253423.1750028,Line2
1896,1,1,503139,1550253438.1840653,Line2
1897,0,0,3140,1550253434.7920158,Line1
1898,1,1,503140,1550253453.2067652,Line2
1899,1,1,3141,1550253449.7999861,Line1
1900,1,1,3142,1550253464.8077674,Line1
1901,0,0,503141,1550253468.214463,Line2
1902,1,1,3143,1550253479.8124864,Line1
1903,1,1,503142,1550253483.2227182,Line2
1904,1,1,503143,1550253498.232041,Line2
1905,0,0,3144,1550253494.8243423,Line1
1906,1,1,503144,1550253513.2427404,Line2
1907,1,1,3145,1550253509.843267,Line1
1908,1,1,3146,1550253524.857909,Line1
1909,1,1,503145,1550253528.2502637,Line2
1910,1,1,3147,1550253539.867052,Line1
1911,1,1,503146,1550253543.2591763,Line2
1912,1,1,3148,1550253554.8752995,Line1
1913,1,1,503147,1550253558.2685392,Line2
1914,1,1,3149,1550253569.8853676,Line1
1915,1,1,503148,1550253573.2765143,Line2
1916,1,1,3150,1550253584.906226,Line1
1917,1,1,503149,1550253588.2827692,Line2
1918,1,1,3151,1550253599.914525,Line1
1919,1,1,503150,1550253603.2908854,Line2
1920,1,1,3152,1550253614.9297483,Line1
1921,1,1,503151,1550253618.306206,Line2
1922,1,1,503152,1550253633.3135285,Line2
1923,0,0,3153,1550253629.938078,Line1
1924,1,1,503153,1550253648.3240411,Line2
1925,1,1,3154,1550253644.9483252,Line1
1926,1,1,3155,1550253659.9508247,Line1
1927,1,1,503154,1550253663.3274667,Line2
1928,1,1,3156,1550253674.9589777,Line1
1929,1,1,503155,1550253678.336636,Line2
1930,1,1,3157,1550253689.9858232,Line1
1931,0,0,503156,1550253693.3466518,Line2
1932,1,1,3158,1550253704.989107,Line1
1933,1,1,503157,1550253708.3500977,Line2
1934,0,0,3159,1550253719.9992416,Line1
1935,0,0,503158,1550253723.3578317,Line2
1936,1,1,3160,1550253735.0045938,Line1
1937,1,1,3161,1550253750.0074654,Line1
1938,0,0,503159,1550253738.3655868,Line2
1939,1,1,503160,1550253753.3714907,Line2
1940,1,1,3162,1550253765.0157733,Line1
1941,1,1,503161,1550253768.3791325,Line2
1942,1,1,3163,1550253780.027759,Line1
1943,1,1,503162,1550253783.3875487,Line2
1944,1,1,3164,1550253795.0349317,Line1
1945,1,1,503163,1550253798.3947246,Line2
1946,1,1,503164,1550253813.4036603,Line2
1947,0,0,3165,1550253810.0416074,Line1
1948,1,1,503165,1550253828.4121373,Line2
1949,1,1,3166,1550253825.0685706,Line1
1950,1,1,3167,1550253840.073785,Line1
1951,1,1,503166,1550253843.4180377,Line2
1952,1,1,3168,1550253855.0768993,Line1
1953,1,1,503167,1550253858.421209,Line2
1954,0,0,3169,1550253870.0862944,Line1
1955,0,0,503168,1550253873.4317558,Line2
1956,1,1,3170,1550253885.0909667,Line1
1957,1,1,503169,1550253888.4363859,Line2
1958,1,1,3171,1550253900.0986638,Line1
1959,1,1,503170,1550253903.443859,Line2
1960,1,1,3172,1550253915.1068926,Line1
1961,0,0,503171,1550253918.4542756,Line2
1962,1,1,503172,1550253933.4646244,Line2
1963,0,0,3173,1550253930.1178546,Line1
1964,1,1,503173,1550253948.4672878,Line2
1965,1,1,3174,1550253945.1230319,Line1
1966,1,1,3175,1550253960.1284285,Line1
1967,1,1,503174,1550253963.4759338,Line2
1968,1,1,3176,1550253975.153593,Line1
1969,0,0,503175,1550253978.4823148,Line2
1970,1,1,3177,1550253990.160137,Line1
1971,1,1,503176,1550253993.4898403,Line2
1972,1,1,3178,1550254005.1737685,Line1
1973,0,0,503177,1550254008.5033288,Line2
1974,1,1,3179,1550254020.1818237,Line1
1975,1,1,503178,1550254023.5105677,Line2
1976,0,0,3180,1550254035.1876936,Line1
1977,0,0,503179,1550254038.5185368,Line2
1978,1,1,3181,1550254050.192664,Line1
1979,1,1,503180,1550254053.52142,Line2
1980,1,1,503181,1550254068.5250783,Line2
1981,0,0,3182,1550254065.195483,Line1
1982,1,1,503182,1550254083.5331368,Line2
1983,1,1,3183,1550254080.203437,Line1
1984,1,1,3184,1550254095.214736,Line1
1985,1,1,503183,1550254098.5456145,Line2
1986,1,1,3185,1550254110.2231896,Line1
1987,1,1,503184,1550254113.553937,Line2
1988,1,1,3186,1550254125.232648,Line1
1989,1,1,503185,1550254128.561306,Line2
1990,1,1,3187,1550254140.2333372,Line1
1991,1,1,503186,1550254143.5721262,Line2
1992,1,1,3188,1550254155.2376165,Line1
1993,0,0,503187,1550254158.5817788,Line2
1994,1,1,3189,1550254170.245423,Line1
